"","POINT_X","POINT_Y","ORC_0_20cm","CLY_0_20cm","ID","ORCDRC_sd1_M_rwanda","ORCDRC_sd2_M_rwanda","ORCDRC_sd3_M_rwanda","CLYPPT_sd1_M_rwanda","CLYPPT_sd2_M_rwanda","CLYPPT_sd3_M_rwanda"
"1",29.008848,-2.78726,1.27,20.8,"ID1",2,1,1,19,21,23
"2",29.031035,-2.781714,12.5,29.9,"ID2",15,12,10,28,30,33
"3",29.789773,-2.223285,17.5,29.8,"ID3",21,17,13,28,30,32
"4",29.825854,-2.101994,17.5,28.9,"ID4",21,17,13,27,29,32
"5",29.737672,-2.24966,17.5,29.9,"ID5",21,17,13,28,30,33
"6",29.844528,-2.137683,17.5,27.9,"ID6",21,17,13,26,28,31
"7",29.843523,-2.260255,17.5,29.2,"ID7",21,17,13,28,29,32
"8",29.824505,-2.2329,17.5,28.8,"ID8",21,17,13,27,29,31
"9",28.994253,-2.781438,13.3,30.2,"ID9",16,13,10,29,30,33
"10",29.369925,-1.051474,13.3,32.8,"ID10",16,13,10,31,33,35
"11",29.37589,-1.104489,13.3,33.9,"ID11",16,13,10,32,34,37
"12",29.35814,-1.050607,13.3,33.8,"ID12",16,13,10,32,34,36
"13",29.343222,-1.098937,13.3,34.9,"ID13",16,13,10,33,35,38
"14",29.370818,-1.149334,13.3,33.9,"ID14",16,13,10,32,34,37
"15",29.068743,-2.71399,22.6,28.8,"ID15",27,22,17,27,29,31
"16",29.754345,-2.414488,22.6,27.8,"ID16",27,22,17,26,28,30
"17",29.622672,-1.758647,22.6,24.8,"ID17",27,22,17,23,25,27
"18",29.079616,-2.692072,22.6,28.8,"ID18",27,22,17,27,29,31
"19",29.153794,-2.773771,22.6,26.9,"ID19",27,22,17,25,27,30
"20",29.696343,-2.797251,22.6,29.8,"ID20",27,22,17,28,30,32
"21",29.926073,-1.110934,22.6,33.9,"ID21",27,22,17,32,34,37
"22",29.568292,-2.200181,22.6,25.8,"ID22",27,22,17,24,26,28
"23",29.837701,-2.620391,22.6,27.5,"ID23",27,22,17,25,28,30
"24",29.673391,-1.881929,22.6,26.9,"ID24",27,22,17,25,27,30
"25",29.882146,-2.218259,18.5,28.5,"ID25",22,18,14,26,29,31
"26",29.743187,-2.190355,18.5,27.9,"ID26",22,18,14,26,28,31
"27",28.954416,-2.417675,18.5,34.8,"ID27",22,18,14,33,35,37
"28",28.991198,-2.419264,18.5,34.5,"ID28",22,18,14,32,35,37
"29",29.868828,-2.727807,18.5,28.8,"ID29",22,18,14,27,29,31
"30",29.765208,-2.720889,18.5,33.8,"ID30",22,18,14,32,34,36
"31",28.862145,-2.353002,18.5,35.8,"ID31",22,18,14,34,36,38
"32",29.827221,-2.138799,18.5,28.8,"ID32",22,18,14,27,29,31
"33",29.841363,-2.452671,18.5,28.9,"ID33",22,18,14,27,29,32
"34",29.868663,-2.092566,18.5,27.8,"ID34",22,18,14,26,28,30
"35",28.890111,-2.783919,18.5,28.2,"ID35",22,18,14,27,28,31
"36",29.763184,-2.576501,18.5,34.8,"ID36",22,18,14,33,35,37
"37",29.754795,-2.003565,23.6,26.9,"ID37",28,23,18,25,27,30
"38",29.806856,-2.046744,23.6,27.9,"ID38",28,23,18,26,28,31
"39",29.151231,-2.805593,23.6,28.8,"ID39",28,23,18,27,29,31
"40",29.650792,-2.260631,23.6,25.8,"ID40",28,23,18,24,26,28
"41",29.763193,-2.060773,23.6,26.9,"ID41",28,23,18,25,27,30
"42",29.716335,-2.131025,23.6,24.9,"ID42",28,23,18,23,25,28
"43",29.613548,-1.983582,23.6,25,"ID43",28,23,18,24,25,27
"44",29.81472,-2.385978,23.6,27.9,"ID44",28,23,18,26,28,31
"45",29.523823,-2.153828,23.6,24.2,"ID45",28,23,18,23,24,27
"46",29.996421,-1.327322,23.6,32.8,"ID46",28,23,18,31,33,35
"47",29.033314,-2.413735,23.6,32.5,"ID47",28,23,18,30,33,35
"48",29.943711,-2.551002,23.6,34.8,"ID48",28,23,18,33,35,37
"49",29.899821,-2.816858,23.6,36.2,"ID49",28,23,18,35,36,39
"50",29.950855,-2.537068,23.6,35.9,"ID50",28,23,18,34,36,39
"51",29.170335,-2.835698,23.6,27.8,"ID51",28,23,18,26,28,30
"52",29.610429,-2.670667,23.6,27.9,"ID52",28,23,18,26,28,31
"53",29.136454,-2.77136,23.6,28.8,"ID53",28,23,18,27,29,31
"54",29.110589,-2.732677,23.6,28.8,"ID54",28,23,18,27,29,31
"55",29.118271,-2.707666,23.6,26.9,"ID55",28,23,18,25,27,30
"56",29.810332,-2.688729,23.6,33.8,"ID56",28,23,18,32,34,36
"57",29.898919,-1.817675,23.6,24.5,"ID57",28,23,18,22,25,27
"58",29.868642,-2.739379,23.6,28.9,"ID58",28,23,18,27,29,32
"59",29.970258,-1.82175,23.6,22.9,"ID59",28,23,18,21,23,26
"60",28.86536,-2.563106,23.6,31.7,"ID60",28,23,18,29,32,35
"61",29.979944,-1.992612,23.6,27.2,"ID61",28,23,18,26,27,30
"62",29.660838,-2.782219,23.6,27.9,"ID62",28,23,18,26,28,31
"63",29.468546,-2.390372,23.6,25.9,"ID63",28,23,18,24,26,29
"64",29.91921,-1.888278,23.6,25.8,"ID64",28,23,18,24,26,28
"65",29.55267,-2.488994,23.6,25.2,"ID65",28,23,18,24,25,28
"66",29.825356,-1.990767,23.6,27.9,"ID66",28,23,18,26,28,31
"67",29.687603,-2.475118,23.6,25.2,"ID67",28,23,18,24,25,28
"68",29.692946,-2.217333,23.6,25.9,"ID68",28,23,18,24,26,29
"69",29.603255,-2.237113,23.6,25.2,"ID69",28,23,18,24,25,28
"70",29.472034,-2.101827,23.6,24.8,"ID70",28,23,18,23,25,27
"71",29.565379,-1.988722,23.6,25.2,"ID71",28,23,18,24,25,28
"72",29.609595,-2.293518,23.6,25.9,"ID72",28,23,18,24,26,29
"73",29.158367,-2.748102,23.6,29.2,"ID73",28,23,18,28,29,32
"74",29.858139,-1.724765,23.6,24.8,"ID74",28,23,18,23,25,27
"75",29.885535,-1.660952,23.6,23.8,"ID75",28,23,18,22,24,26
"76",29.681418,-2.224717,23.6,25.2,"ID76",28,23,18,24,25,28
"77",29.921942,-2.393396,23.6,26.2,"ID77",28,23,18,25,26,29
"78",29.547557,-1.810831,23.6,26.8,"ID78",28,23,18,25,27,29
"79",29.971378,-1.673352,23.6,23.9,"ID79",28,23,18,22,24,27
"80",29.824857,-2.838548,23.6,32.9,"ID80",28,23,18,31,33,36
"81",29.757544,-2.783207,23.6,28.9,"ID81",28,23,18,27,29,32
"82",29.939952,-1.717345,23.6,22.8,"ID82",28,23,18,21,23,25
"83",29.489079,-1.868693,23.6,26.8,"ID83",28,23,18,25,27,29
"84",29.602019,-1.739667,23.6,23.8,"ID84",28,23,18,22,24,26
"85",29.83508,-1.73102,23.6,23.9,"ID85",28,23,18,22,24,27
"86",29.821583,-1.790474,23.6,24.8,"ID86",28,23,18,23,25,27
"87",29.354265,-2.259409,28.7,25.8,"ID87",34,28,22,24,26,28
"88",29.449697,-2.518255,28.7,24.9,"ID88",34,28,22,23,25,28
"89",29.041997,-2.217341,28.7,28.8,"ID89",34,28,22,27,29,31
"90",29.004677,-1.685564,28.7,30.8,"ID90",34,28,22,29,31,33
"91",29.204255,-2.813775,28.7,28.8,"ID91",34,28,22,27,29,31
"92",29.648315,-2.613016,28.7,27.9,"ID92",34,28,22,26,28,31
"93",29.666828,-2.618933,28.7,26.8,"ID93",34,28,22,25,27,29
"94",29.01801,-2.717537,14.3,38.8,"ID94",17,14,11,37,39,41
"95",29.497732,-2.718202,28.7,32.2,"ID95",34,28,22,31,32,35
"96",28.966091,-2.708433,14.3,26.9,"ID96",17,14,11,25,27,30
"97",28.970511,-2.768634,14.3,26.9,"ID97",17,14,11,25,27,30
"98",28.89034,-1.818811,28.7,28.5,"ID98",34,28,22,26,29,31
"99",29.524059,-2.732551,28.7,31.9,"ID99",34,28,22,30,32,35
"100",29.282408,-2.289954,28.7,24.9,"ID100",34,28,22,23,25,28
"101",29.363376,-1.137093,14.3,33.9,"ID101",17,14,11,32,34,37
"102",28.925916,-2.717,14.3,28.9,"ID102",17,14,11,27,29,32
"103",29.541214,-2.714748,28.7,24.9,"ID103",34,28,22,23,25,28
"104",29.634207,-1.878044,28.7,24.8,"ID104",34,28,22,23,25,27
"105",29.524445,-2.264767,28.7,22.9,"ID105",34,28,22,21,23,26
"106",28.913758,-1.458199,28.7,27.8,"ID106",34,28,22,26,28,30
"107",29.038724,-1.385837,28.7,29.5,"ID107",34,28,22,27,30,32
"108",29.69184,-1.890617,28.7,25.9,"ID108",34,28,22,24,26,29
"109",29.210398,-1.172472,33.8,31.5,"ID109",40,33,26,29,32,34
"110",29.08314,-1.169217,33.8,28.9,"ID110",40,33,26,27,29,32
"111",29.205961,-1.137539,33.8,29.9,"ID111",40,33,26,28,30,33
"112",29.129169,-1.152327,33.8,28.9,"ID112",40,33,26,27,29,32
"113",29.65683,-1.807598,33.8,23.9,"ID113",40,33,26,22,24,27
"114",29.440438,-2.615069,33.8,26.9,"ID114",40,33,26,25,27,30
"115",29.18691,-2.547297,33.8,23.8,"ID115",40,33,26,22,24,26
"116",29.394161,-2.425793,33.8,23.8,"ID116",40,33,26,22,24,26
"117",29.503452,-1.080172,33.8,25.8,"ID117",40,33,26,24,26,28
"118",29.503172,-2.391716,33.8,23.9,"ID118",40,33,26,22,24,27
"119",29.798405,-1.33241,33.8,25.9,"ID119",40,33,26,24,26,29
"120",29.840941,-2.090951,19.5,28.5,"ID120",23,19,15,26,29,31
"121",29.790479,-2.268829,19.5,27.8,"ID121",23,19,15,26,28,30
"122",29.776427,-2.323017,19.5,28.8,"ID122",23,19,15,27,29,31
"123",29.90273,-2.03295,19.5,28.8,"ID123",23,19,15,27,29,31
"124",29.876132,-1.996949,19.5,27.8,"ID124",23,19,15,26,28,30
"125",29.743152,-2.100662,19.5,28.5,"ID125",23,19,15,26,29,31
"126",29.802715,-2.104502,19.5,27.9,"ID126",23,19,15,26,28,31
"127",29.754504,-2.134642,19.5,27.9,"ID127",23,19,15,26,28,31
"128",29.995753,-1.138511,19.5,34.9,"ID128",23,19,15,33,35,38
"129",29.898998,-1.216269,19.5,34.9,"ID129",23,19,15,33,35,38
"130",29.777405,-2.312558,19.5,29.9,"ID130",23,19,15,28,30,33
"131",29.979814,-1.111229,19.5,34.8,"ID131",23,19,15,33,35,37
"132",29.944577,-2.515248,19.5,35.8,"ID132",23,19,15,34,36,38
"133",29.731325,-2.670315,19.5,33.9,"ID133",23,19,15,32,34,37
"134",29.725376,-2.569755,19.5,33.7,"ID134",23,19,15,31,34,37
"135",29.710453,-2.65938,19.5,33.8,"ID135",23,19,15,32,34,36
"136",29.02975,-2.369898,19.5,33.9,"ID136",23,19,15,32,34,37
"137",28.994158,-2.70597,19.5,33.9,"ID137",23,19,15,32,34,37
"138",29.906034,-2.67763,19.5,28.9,"ID138",23,19,15,27,29,32
"139",29.892198,-2.63892,19.5,29.5,"ID139",23,19,15,27,30,32
"140",29.841506,-2.720024,19.5,28.2,"ID140",23,19,15,27,28,31
"141",29.748811,-2.741847,19.5,33.9,"ID141",23,19,15,32,34,37
"142",29.884398,-2.145548,19.5,27.9,"ID142",23,19,15,26,28,31
"143",29.920508,-2.126085,19.5,29.5,"ID143",23,19,15,27,30,32
"144",29.885596,-2.226976,19.5,28.5,"ID144",23,19,15,26,29,31
"145",28.901188,-2.747438,19.5,27.9,"ID145",23,19,15,26,28,31
"146",29.922906,-2.040585,19.5,27.9,"ID146",23,19,15,26,28,31
"147",29.853606,-2.269326,19.5,28.9,"ID147",23,19,15,27,29,32
"148",29.623769,-1.930737,19.5,25.2,"ID148",23,19,15,24,25,28
"149",29.932855,-2.007701,19.5,27.8,"ID149",23,19,15,26,28,30
"150",29.870171,-2.103814,19.5,27.2,"ID150",23,19,15,26,27,30
"151",29.890786,-2.100929,19.5,27.9,"ID151",23,19,15,26,28,31
"152",29.851361,-2.399359,19.5,29.5,"ID152",23,19,15,27,30,32
"153",29.603145,-2.549281,19.5,24.2,"ID153",23,19,15,23,24,27
"154",29.069781,-2.812827,19.5,30.9,"ID154",23,19,15,29,31,34
"155",29.994157,-2.102855,19.5,27.2,"ID155",23,19,15,26,27,30
"156",29.454902,-2.246046,19.5,25.5,"ID156",23,19,15,23,26,28
"157",29.795075,-1.953145,24.4,26.9,"ID157",29,24,18,25,27,30
"158",29.497067,-1.849526,24.6,26.9,"ID158",29,24,19,25,27,30
"159",29.75515,-2.025023,24.4,26.9,"ID159",29,24,18,25,27,30
"160",29.630355,-2.54422,24.6,24.9,"ID160",29,24,19,23,25,28
"161",29.636029,-2.710292,24.6,26.9,"ID161",29,24,19,25,27,30
"162",29.693694,-2.533413,24.6,26.2,"ID162",29,24,19,25,26,29
"163",29.842545,-1.916858,24.6,26.9,"ID163",29,24,19,25,27,30
"164",29.530326,-2.161037,24.6,24.9,"ID164",29,24,19,23,25,28
"165",29.551269,-2.262566,24.6,24.6,"ID165",29,24,19,23,25,26
"166",29.704973,-2.543315,24.4,26.9,"ID166",29,24,18,25,27,30
"167",29.696071,-2.582621,24.6,27.2,"ID167",29,24,19,26,27,30
"168",29.461709,-2.220114,24.4,22.8,"ID168",29,24,18,21,23,25
"169",29.653103,-2.508214,24.4,25.2,"ID169",29,24,18,24,25,28
"170",29.806681,-1.204127,24.4,26.9,"ID170",29,24,18,25,27,30
"171",29.776576,-2.495011,24.6,26.8,"ID171",29,24,19,25,27,29
"172",29.891224,-1.110437,24.6,33.9,"ID172",29,24,19,32,34,37
"173",29.694383,-2.638954,24.6,27.9,"ID173",29,24,19,26,28,31
"174",29.634208,-2.641447,24.6,27.9,"ID174",29,24,19,26,28,31
"175",29.984776,-2.831645,24.4,34.2,"ID175",29,24,18,33,34,37
"176",29.070859,-2.407658,24.6,31.8,"ID176",29,24,19,30,32,34
"177",29.876929,-2.398102,24.6,26.2,"ID177",29,24,19,25,26,29
"178",29.848179,-1.117135,24.6,37.8,"ID178",29,24,19,36,38,40
"179",29.038281,-2.423193,24.6,29.9,"ID179",29,24,19,28,30,33
"180",29.135293,-2.747839,24.4,29.2,"ID180",29,24,18,28,29,32
"181",29.017694,-2.494491,24.6,36.2,"ID181",29,24,19,35,36,39
"182",29.979727,-1.527536,24.6,23.9,"ID182",29,24,19,22,24,27
"183",29.950203,-1.483245,24.6,24.9,"ID183",29,24,19,23,25,28
"184",29.977755,-1.541935,24.4,23.9,"ID184",29,24,18,22,24,27
"185",29.887757,-1.673822,24.6,22.6,"ID185",29,24,19,21,23,24
"186",29.818952,-1.594417,24.6,23.8,"ID186",29,24,19,22,24,26
"187",29.990188,-2.812878,24.6,35.9,"ID187",29,24,19,34,36,39
"188",29.890144,-2.375996,24.6,26.8,"ID188",29,24,19,25,27,29
"189",29.800731,-2.420686,24.6,27.9,"ID189",29,24,19,26,28,31
"190",29.3951,-2.101874,24.6,23.9,"ID190",29,24,19,22,24,27
"191",28.872577,-2.090306,24.6,34.2,"ID191",29,24,19,33,34,37
"192",29.769909,-1.244781,24.6,33.9,"ID192",29,24,19,32,34,37
"193",29.603849,-2.179708,24.4,24.9,"ID193",29,24,18,23,25,28
"194",29.677294,-2.211339,24.4,25.3,"ID194",29,24,18,23,26,27
"195",29.510288,-1.844445,24.4,27.5,"ID195",29,24,18,25,28,30
"196",29.570205,-2.341551,24.4,25.9,"ID196",29,24,18,24,26,29
"197",29.77768,-1.841755,24.6,26.8,"ID197",29,24,19,25,27,29
"198",29.84989,-1.804823,24.4,24.8,"ID198",29,24,18,23,25,27
"199",29.694104,-2.379454,24.6,25.5,"ID199",29,24,19,23,26,28
"200",29.644463,-2.114753,24.4,24.8,"ID200",29,24,18,23,25,27
"201",29.64343,-2.410386,24.6,26.5,"ID201",29,24,19,24,27,29
"202",29.920527,-2.533955,24.6,24.9,"ID202",29,24,19,23,25,28
"203",29.553522,-2.016527,24.6,24.8,"ID203",29,24,19,23,25,27
"204",29.600915,-2.062658,24.4,24.8,"ID204",29,24,18,23,25,27
"205",29.919321,-1.938477,24.4,26.7,"ID205",29,24,18,24,27,30
"206",29.59362,-1.872496,24.6,24.8,"ID206",29,24,19,23,25,27
"207",29.540649,-2.503419,24.6,25.2,"ID207",29,24,19,24,25,28
"208",29.933065,-2.815177,24.6,35.8,"ID208",29,24,19,34,36,38
"209",29.908788,-1.964197,24.4,26.8,"ID209",29,24,18,25,27,29
"210",29.695033,-1.666318,24.6,23.9,"ID210",29,24,19,22,24,27
"211",29.859424,-1.366296,24.6,25.8,"ID211",29,24,19,24,26,28
"212",29.484394,-1.856615,24.6,26.9,"ID212",29,24,19,25,27,30
"213",29.89221,-2.831218,24.6,33.8,"ID213",29,24,19,32,34,36
"214",29.010256,-2.576927,24.6,24.8,"ID214",29,24,19,23,25,27
"215",29.570734,-1.794146,24.6,25.9,"ID215",29,24,19,24,26,29
"216",29.868846,-1.701919,24.4,23.8,"ID216",29,24,18,22,24,26
"217",29.911819,-2.428976,24.6,26.8,"ID217",29,24,19,25,27,29
"218",29.106673,-2.566137,24.6,23.9,"ID218",29,24,19,22,24,27
"219",29.520675,-2.167347,24.6,24.9,"ID219",29,24,19,23,25,28
"220",29.514024,-1.7814,24.6,25.9,"ID220",29,24,19,24,26,29
"221",29.708088,-2.084935,24.6,24.9,"ID221",29,24,19,23,25,28
"222",29.02565,-2.528803,24.6,23.9,"ID222",29,24,19,22,24,27
"223",29.824489,-1.746063,24.6,23.8,"ID223",29,24,19,22,24,26
"224",29.733288,-1.572755,24.6,24.9,"ID224",29,24,19,23,25,28
"225",29.783147,-1.755697,29.5,23.9,"ID225",35,29,22,22,24,27
"226",29.678551,-1.108533,29.5,28.5,"ID226",35,29,22,26,29,31
"227",29.061033,-2.083456,29.5,22.9,"ID227",35,29,22,21,23,26
"228",29.523582,-2.837845,29.5,24.2,"ID228",35,29,22,23,24,27
"229",29.159564,-1.048798,NA,NA,"ID229",NA,NA,NA,NA,NA,NA
"230",28.910916,-1.28327,29.5,27.9,"ID230",35,29,22,26,28,31
"231",29.829161,-1.173003,29.5,32.2,"ID231",35,29,22,31,32,35
"232",29.705787,-1.914324,29.5,22.8,"ID232",35,29,22,21,23,25
"233",28.96268,-2.491247,29.5,30.8,"ID233",35,29,22,29,31,33
"234",29.460327,-2.036563,29.5,24.8,"ID234",35,29,22,23,25,27
"235",29.969429,-1.363007,29.5,32.9,"ID235",35,29,22,31,33,36
"236",29.999326,-1.060773,29.5,32.9,"ID236",35,29,22,31,33,36
"237",29.189443,-1.138139,29.5,28.8,"ID237",35,29,22,27,29,31
"238",29.606146,-1.114793,29.5,29.8,"ID238",35,29,22,28,30,32
"239",29.071358,-2.623072,29.5,27.9,"ID239",35,29,22,26,28,31
"240",29.194345,-1.079597,29.5,30.2,"ID240",35,29,22,29,30,33
"241",29.188127,-1.10187,29.5,30.5,"ID241",35,29,22,28,31,33
"242",28.916737,-2.441429,29.5,33.9,"ID242",35,29,22,32,34,37
"243",29.105744,-2.625626,29.5,29.8,"ID243",35,29,22,28,30,32
"244",29.949811,-1.434352,29.5,35.8,"ID244",35,29,22,34,36,38
"245",29.629298,-2.589916,29.5,23.9,"ID245",35,29,22,22,24,27
"246",29.779888,-1.272113,29.5,34.9,"ID246",35,29,22,33,35,38
"247",29.547596,-2.583647,29.5,24.8,"ID247",35,29,22,23,25,27
"248",29.452242,-2.282681,29.5,23.8,"ID248",35,29,22,22,24,26
"249",29.645732,-1.95094,29.5,23.8,"ID249",35,29,22,22,24,26
"250",29.629234,-1.70445,29.5,25.9,"ID250",35,29,22,24,26,29
"251",28.936965,-1.694709,29.5,27.9,"ID251",35,29,22,26,28,31
"252",29.594548,-2.694362,29.5,33.8,"ID252",35,29,22,32,34,36
"253",29.467259,-2.609926,29.5,23.9,"ID253",35,29,22,22,24,27
"254",29.438988,-2.649228,29.5,23.9,"ID254",35,29,22,22,24,27
"255",29.557577,-2.584763,29.5,32.2,"ID255",35,29,22,31,32,35
"256",29.44546,-2.1562,29.5,25.5,"ID256",35,29,22,23,26,28
"257",29.66023,-1.831173,29.5,24.2,"ID257",35,29,22,23,24,27
"258",29.675398,-1.869744,29.5,24.9,"ID258",35,29,22,23,25,28
"259",29.227381,-2.796553,29.5,26.9,"ID259",35,29,22,25,27,30
"260",29.383564,-2.300291,29.5,25.2,"ID260",35,29,22,24,25,28
"261",29.467582,-2.007626,29.5,24.8,"ID261",35,29,22,23,25,27
"262",29.062957,-2.522623,29.5,25.9,"ID262",35,29,22,24,26,29
"263",29.480588,-2.017789,29.5,23.6,"ID263",35,29,22,22,24,25
"264",28.969528,-1.514406,29.5,27.9,"ID264",35,29,22,26,28,31
"265",28.879765,-1.374134,29.5,26.2,"ID265",35,29,22,25,26,29
"266",29.419673,-1.958758,29.5,24.5,"ID266",35,29,22,22,25,27
"267",28.93225,-1.482186,29.5,27.8,"ID267",35,29,22,26,28,30
"268",29.630942,-1.747999,29.5,24.8,"ID268",35,29,22,23,25,27
"269",28.998988,-1.354724,29.5,28.9,"ID269",35,29,22,27,29,32
"270",29.784689,-1.734429,29.5,23.8,"ID270",35,29,22,22,24,26
"271",29.115913,-1.602098,29.5,20.9,"ID271",35,29,22,19,21,24
"272",29.997836,-2.685723,34.7,28.8,"ID272",41,34,26,27,29,31
"273",29.22614,-1.128783,34.7,33.8,"ID273",41,34,26,32,34,36
"274",29.121284,-1.071322,34.7,29.8,"ID274",41,34,26,28,30,32
"275",28.904999,-1.798273,34.7,27.5,"ID275",41,34,26,25,28,30
"276",29.819127,-1.501616,34.7,22.8,"ID276",41,34,26,21,23,25
"277",29.434642,-1.999757,34.7,25.8,"ID277",41,34,26,24,26,28
"278",29.235002,-2.305449,34.7,25.2,"ID278",41,34,26,24,25,28
"279",29.156692,-2.560968,34.7,27.9,"ID279",41,34,26,26,28,31
"280",29.348145,-2.787662,34.7,29.5,"ID280",41,34,26,27,30,32
"281",29.046795,-2.518465,34.7,27.2,"ID281",41,34,26,26,27,30
"282",29.063278,-2.199151,34.7,25.9,"ID282",41,34,26,24,26,29
"283",29.451546,-2.36129,34.7,24.2,"ID283",41,34,26,23,24,27
"284",29.662945,-1.667613,34.7,23.8,"ID284",41,34,26,22,24,26
"285",29.405365,-1.792382,34.7,26.2,"ID285",41,34,26,25,26,29
"286",28.935049,-1.251919,34.7,27.8,"ID286",41,34,26,26,28,30
"287",29.042575,-1.173446,34.7,29.5,"ID287",41,34,26,27,30,32
"288",29.269261,-2.341391,39.8,25.2,"ID288",47,39,30,24,25,28
"289",28.892252,-1.095534,39.8,28.9,"ID289",47,39,30,27,29,32
"290",28.874889,-1.836923,39.8,26.5,"ID290",47,39,30,24,27,29
"291",29.229601,-2.406757,39.8,23.2,"ID291",47,39,30,22,23,26
"292",28.902125,-1.919609,39.8,24.9,"ID292",47,39,30,23,25,28
"293",29.257417,-2.413069,39.8,22.9,"ID293",47,39,30,21,23,26
"294",29.27537,-2.678466,39.8,27.9,"ID294",47,39,30,26,28,31
"295",29.323489,-2.277323,39.8,25.9,"ID295",47,39,30,24,26,29
"296",29.352587,-2.528688,39.8,24.9,"ID296",47,39,30,23,25,28
"297",29.012105,-1.402634,39.8,30.5,"ID297",47,39,30,28,31,33
"298",29.552401,-1.572223,39.8,13.8,"ID298",47,39,30,12,14,16
"299",28.918559,-1.867765,44.9,23.8,"ID299",53,44,34,22,24,26
"300",28.883623,-1.918581,44.9,26.8,"ID300",53,44,34,25,27,29
"301",29.852778,-2.04386,20.5,27.9,"ID301",24,20,16,26,28,31
"302",29.90978,-2.025459,20.3,27.8,"ID302",24,20,15,26,28,30
"303",29.675957,-2.29307,20.3,25.9,"ID303",24,20,15,24,26,29
"304",29.766689,-2.122459,20.3,27.8,"ID304",24,20,15,26,28,30
"305",29.531405,-1.783715,25.4,25.2,"ID305",30,25,19,24,25,28
"306",29.624129,-2.439714,25.4,25.2,"ID306",30,25,19,24,25,28
"307",29.969887,-1.313454,25.4,32.8,"ID307",30,25,19,31,33,35
"308",29.478263,-2.309207,25.4,25,"ID308",30,25,19,24,25,27
"309",29.629619,-2.661911,25.4,26.9,"ID309",30,25,19,25,27,30
"310",29.539836,-2.291354,25.4,24.8,"ID310",30,25,19,23,25,27
"311",29.815728,-1.888902,30.5,25.2,"ID311",36,30,23,24,25,28
"312",29.694269,-2.627424,20.5,27.9,"ID312",24,20,16,26,28,31
"313",29.680587,-2.244664,20.3,25.9,"ID313",24,20,15,24,26,29
"314",29.871237,-1.98241,20.5,26.9,"ID314",24,20,16,25,27,30
"315",29.894047,-2.058642,20.5,27.5,"ID315",24,20,16,25,28,30
"316",29.781717,-1.642696,25.4,24.8,"ID316",30,25,19,23,25,27
"317",29.628248,-2.258483,25.4,24.8,"ID317",30,25,19,23,25,27
"318",29.713531,-2.295774,25.4,24.8,"ID318",30,25,19,23,25,27
"319",29.844339,-1.933999,25.4,27.5,"ID319",30,25,19,25,28,30
"320",29.041015,-1.467023,30.5,29.9,"ID320",36,30,23,28,30,33
"321",29.956045,-1.446443,35.7,36.9,"ID321",42,35,27,35,37,40
"322",29.74614,-2.22119,15.3,29.9,"ID322",18,15,12,28,30,33
"323",29.997682,-2.042919,20.3,32.9,"ID323",24,20,15,31,33,36
"324",29.882848,-1.157367,20.3,34.4,"ID324",24,20,15,33,34,38
"325",29.81794,-2.513176,20.3,28.8,"ID325",24,20,15,27,29,31
"326",28.943665,-2.414084,20.3,34.2,"ID326",24,20,15,33,34,37
"327",29.733231,-2.313028,20.5,28.8,"ID327",24,20,16,27,29,31
"328",29.75762,-2.432782,20.3,27.9,"ID328",24,20,15,26,28,31
"329",29.771607,-2.199526,20.5,27.8,"ID329",24,20,16,26,28,30
"330",29.840289,-2.007274,20.3,27.8,"ID330",24,20,15,26,28,30
"331",29.101423,-2.741139,20.3,28.8,"ID331",24,20,15,27,29,31
"332",29.846557,-1.693941,25.4,24.6,"ID332",30,25,19,23,25,26
"333",29.608683,-2.458142,25.4,24.9,"ID333",30,25,19,23,25,28
"334",29.534327,-2.373252,25.4,24.9,"ID334",30,25,19,23,25,28
"335",29.813956,-1.676109,30.5,24.8,"ID335",36,30,23,23,25,27
"336",29.020992,-2.504541,30.5,32.8,"ID336",36,30,23,31,33,35
"337",29.852012,-2.142945,20.3,27.9,"ID337",24,20,15,26,28,31
"338",29.03722,-1.509565,20.3,29.8,"ID338",24,20,15,28,30,32
"339",29.746476,-2.492682,20.3,28.8,"ID339",24,20,15,27,29,31
"340",28.986596,-1.695027,25.4,25.8,"ID340",30,25,19,24,26,28
"341",28.982387,-1.684469,25.4,28.8,"ID341",30,25,19,27,29,31
"342",29.670146,-2.664977,25.4,25.9,"ID342",30,25,19,24,26,29
"343",29.480695,-2.23706,25.4,23.9,"ID343",30,25,19,22,24,27
"344",29.687575,-2.619018,20.3,27.2,"ID344",24,20,15,26,27,30
"345",29.845721,-1.706689,25.4,24.9,"ID345",30,25,19,23,25,28
"346",29.171696,-2.784708,25.4,27.8,"ID346",30,25,19,26,28,30
"347",29.64408,-2.660508,25.4,27.9,"ID347",30,25,19,26,28,31
"348",29.510582,-2.134054,25.4,24.8,"ID348",30,25,19,23,25,27
"349",29.725018,-1.57652,30.5,24.8,"ID349",36,30,23,23,25,27
"350",29.614009,-2.830778,30.5,34.5,"ID350",36,30,23,32,35,37
"351",29.606214,-1.825618,25.4,23.9,"ID351",30,25,19,22,24,27
"352",29.528946,-1.762546,25.4,25.9,"ID352",30,25,19,24,26,29
"353",29.648739,-2.595978,25.4,27.9,"ID353",30,25,19,26,28,31
"354",29.292243,-1.181031,25.4,30.9,"ID354",30,25,19,29,31,34
"355",29.864593,-2.82248,25.4,36.9,"ID355",30,25,19,35,37,40
