"","POINT_X","POINT_Y","ORC_0_20cm","CLY_0_20cm","ID","ORCDRC_sd1_M_rwanda","ORCDRC_sd2_M_rwanda","ORCDRC_sd3_M_rwanda","CLYPPT_sd1_M_rwanda","CLYPPT_sd2_M_rwanda","CLYPPT_sd3_M_rwanda"
"999",29.715988,-1.084359,42.6,34.8,"ID999",50,42,32,33,35,37
"1000",29.938456,-2.015034,21.3,27.5,"ID1000",25,21,16,25,28,30
"1001",29.852947,-2.416981,21.3,28.9,"ID1001",25,21,16,27,29,32
"1002",29.758221,-1.580504,21.3,26.2,"ID1002",25,21,16,25,26,29
"1003",29.689044,-2.204423,21.3,26.8,"ID1003",25,21,16,25,27,29
"1004",29.817761,-2.551597,21.3,28.8,"ID1004",25,21,16,27,29,31
"1005",29.897435,-1.708078,21.3,24.9,"ID1005",25,21,16,23,25,28
"1006",29.773356,-1.832118,21.3,27.8,"ID1006",25,21,16,26,28,30
"1007",29.861931,-2.491178,21.3,28.8,"ID1007",25,21,16,27,29,31
"1008",29.751931,-2.442033,21.3,25.9,"ID1008",25,21,16,24,26,29
"1009",29.787948,-2.452603,21.3,27.9,"ID1009",25,21,16,26,28,31
"1010",29.829861,-2.507504,21.3,28.8,"ID1010",25,21,16,27,29,31
"1011",29.86918,-2.546461,21.3,28.8,"ID1011",25,21,16,27,29,31
"1012",28.895809,-1.928675,42.6,26.8,"ID1012",50,42,32,25,27,29
"1013",29.83641,-2.580135,21.3,28.8,"ID1013",25,21,16,27,29,31
"1014",29.952102,-2.227505,21.3,27.5,"ID1014",25,21,16,25,28,30
"1015",29.840874,-2.401709,21.3,28.9,"ID1015",25,21,16,27,29,32
"1016",29.947837,-1.862239,21.3,26.5,"ID1016",25,21,16,24,27,29
"1017",29.854924,-2.561148,21.3,28.5,"ID1017",25,21,16,26,29,31
"1018",29.588942,-2.18149,21.3,26.2,"ID1018",25,21,16,25,26,29
"1019",29.867984,-2.409657,21.3,27.8,"ID1019",25,21,16,26,28,30
"1020",29.837601,-2.364081,21.3,28.8,"ID1020",25,21,16,27,29,31
"1021",29.089129,-2.800427,21.3,28.8,"ID1021",25,21,16,27,29,31
"1022",29.562302,-1.693112,21.3,26.8,"ID1022",25,21,16,25,27,29
"1023",28.915371,-2.267338,21.3,39.5,"ID1023",25,21,16,37,40,42
"1024",29.935746,-1.931868,21.3,27.8,"ID1024",25,21,16,26,28,30
"1025",29.710958,-1.104205,42.6,28.8,"ID1025",50,42,32,27,29,31
"1026",29.71541,-1.710511,21.3,24.2,"ID1026",25,21,16,23,24,27
"1027",29.86539,-2.389458,21.3,27.8,"ID1027",25,21,16,26,28,30
"1028",29.572697,-1.73619,21.3,25.2,"ID1028",25,21,16,24,25,28
"1029",28.948085,-2.303583,21.3,36.8,"ID1029",25,21,16,35,37,39
"1030",29.120428,-2.495599,42.6,24.8,"ID1030",50,42,32,23,25,27
"1031",29.498404,-2.143927,21.3,24.8,"ID1031",25,21,16,23,25,27
"1032",29.963752,-2.211321,21.3,26.9,"ID1032",25,21,16,25,27,30
"1033",29.971989,-2.220736,21.3,26.9,"ID1033",25,21,16,25,27,30
"1034",29.696731,-1.997888,21.3,25.9,"ID1034",25,21,16,24,26,29
"1035",29.877361,-2.578615,21.3,26.9,"ID1035",25,21,16,25,27,30
"1036",29.895262,-2.356274,21.3,26.8,"ID1036",25,21,16,25,27,29
"1037",29.081673,-2.12802,42.6,22.9,"ID1037",50,42,32,21,23,26
"1038",29.50787,-1.335978,63.9,13.8,"ID1038",75,63,48,12,14,16
"1039",29.442939,-1.353751,63.9,15,"ID1039",75,63,48,14,15,17
"1040",29.655541,-1.506535,42.6,13,"ID1040",50,42,32,12,13,15
"1041",29.365435,-1.411471,85.2,15.8,"ID1041",100,84,64,14,16,18
"1042",29.343769,-2.336154,42.6,25.9,"ID1042",50,42,32,24,26,29
"1043",29.306278,-2.31655,42.6,26.2,"ID1043",50,42,32,25,26,29
"1044",29.390997,-2.557628,42.6,25.2,"ID1044",50,42,32,24,25,28
"1045",29.422075,-2.627153,42.6,26.8,"ID1045",50,42,32,25,27,29
"1046",29.669501,-2.562283,21.3,24.6,"ID1046",25,21,16,23,25,26
"1047",29.337595,-2.526406,42.6,25.8,"ID1047",50,42,32,24,26,28
"1048",29.562135,-1.529678,42.6,13,"ID1048",50,42,32,12,13,15
"1049",29.568533,-1.521734,42.6,12.8,"ID1049",50,42,32,11,13,15
"1050",29.654196,-1.274076,42.6,24.2,"ID1050",50,42,32,23,24,27
"1051",29.114249,-1.461464,42.6,18.8,"ID1051",50,42,32,17,19,21
"1052",29.239703,-1.612079,42.6,19.9,"ID1052",50,42,32,18,20,23
"1053",29.286409,-1.608362,42.6,19,"ID1053",50,42,32,18,19,21
"1054",28.985891,-1.395559,42.6,29.8,"ID1054",50,42,32,28,30,32
"1055",29.844918,-1.259353,42.6,17.8,"ID1055",50,42,32,16,18,20
"1056",29.245703,-1.325904,63.9,16.8,"ID1056",75,63,48,15,17,19
"1057",29.869291,-1.26152,42.6,16.8,"ID1057",50,42,32,15,17,19
"1058",29.977691,-2.514853,21.3,35.5,"ID1058",25,21,16,33,36,38
"1059",29.915544,-2.413792,42.6,32.7,"ID1059",50,42,32,30,33,36
"1060",29.868919,-1.190302,42.6,15.8,"ID1060",50,42,32,14,16,18
"1061",29.982077,-2.142644,21.3,26.9,"ID1061",25,21,16,25,27,30
"1062",29.964964,-1.559454,102,28.9,"ID1062",119,100,77,27,29,32
"1063",29.476894,-1.34518,80.1,14,"ID1063",94,79,60,13,14,16
"1064",29.470779,-1.726637,80.1,13,"ID1064",94,79,60,12,13,15
"1065",29.318136,-2.663565,58.8,26.2,"ID1065",69,58,44,25,26,29
"1066",29.335968,-1.132129,58.8,21.8,"ID1066",69,58,44,20,22,24
"1067",29.641484,-1.431315,58.8,13.8,"ID1067",69,58,44,12,14,16
"1068",29.493091,-1.604164,59,11,"ID1068",69,58,45,10,11,13
"1069",29.25728,-1.445204,58.8,14.8,"ID1069",69,58,44,13,15,17
"1070",29.255513,-1.597721,59,16.2,"ID1070",69,58,45,15,16,19
"1071",29.633619,-1.457076,58.8,13.8,"ID1071",69,58,44,12,14,16
"1072",29.287213,-1.772614,59,13,"ID1072",69,58,45,12,13,15
"1073",29.329979,-1.722984,58.8,13,"ID1073",69,58,44,12,13,15
"1074",29.927037,-1.252208,58.8,16,"ID1074",69,58,44,15,16,18
"1075",29.931528,-2.507809,59,31.9,"ID1075",69,58,45,30,32,35
"1076",28.872261,-1.096974,37.5,28.2,"ID1076",44,37,28,27,28,31
"1077",28.904101,-1.047762,NA,NA,"ID1077",NA,NA,NA,NA,NA,NA
"1078",29.029704,-1.32876,37.7,29.9,"ID1078",44,37,29,28,30,33
"1079",29.961885,-2.623888,37.7,29.2,"ID1079",44,37,29,28,29,32
"1080",29.110387,-2.3213,37.7,30.8,"ID1080",44,37,29,29,31,33
"1081",28.886774,-1.207176,37.5,26.8,"ID1081",44,37,28,25,27,29
"1082",29.508657,-1.189664,37.5,26.2,"ID1082",44,37,28,25,26,29
"1083",29.515238,-1.161636,37.5,25.8,"ID1083",44,37,28,24,26,28
"1084",29.943929,-2.796882,37.5,28.5,"ID1084",44,37,28,26,29,31
"1085",29.628003,-1.05464,37.7,29.9,"ID1085",44,37,29,28,30,33
"1086",28.942286,-2.537523,37.5,29.8,"ID1086",44,37,28,28,30,32
"1087",28.964775,-2.472303,37.5,32.9,"ID1087",44,37,28,31,33,36
"1088",29.555839,-1.116696,37.5,25.8,"ID1088",44,37,28,24,26,28
"1089",29.088968,-1.678301,37.7,29.9,"ID1089",44,37,29,28,30,33
"1090",29.569206,-1.204326,37.7,23.8,"ID1090",44,37,29,22,24,26
"1091",29.712796,-1.047851,NA,NA,"ID1091",NA,NA,NA,NA,NA,NA
"1092",29.837005,-1.49295,37.5,22.8,"ID1092",44,37,28,21,23,25
"1093",29.451579,-2.822859,37.5,28.2,"ID1093",44,37,28,27,28,31
"1094",28.880434,-1.655994,37.7,28.8,"ID1094",44,37,29,27,29,31
"1095",29.349599,-1.990416,75.1,26.5,"ID1095",88,74,57,24,27,29
"1096",29.401866,-1.16978,37.5,37.8,"ID1096",44,37,28,36,38,40
"1097",29.383334,-1.208465,37.5,34.8,"ID1097",44,37,28,33,35,37
"1098",29.323611,-1.956278,37.5,22.9,"ID1098",44,37,28,21,23,26
"1099",28.865628,-1.959954,37.5,27.9,"ID1099",44,37,28,26,28,31
"1100",29.328142,-1.778025,37.7,24.9,"ID1100",44,37,29,23,25,28
"1101",29.710691,-1.701788,37.5,24.4,"ID1101",44,37,28,23,24,28
"1102",29.274415,-2.279645,37.5,23.9,"ID1102",44,37,28,22,24,27
"1103",29.110579,-2.508593,37.7,25.2,"ID1103",44,37,29,24,25,28
"1104",29.4918,-2.645124,37.5,23.9,"ID1104",44,37,28,22,24,27
"1105",29.45607,-2.784931,37.5,24.9,"ID1105",44,37,28,23,25,28
"1106",28.940686,-1.096334,37.5,28.8,"ID1106",44,37,28,27,29,31
"1107",29.05779,-2.222683,37.5,26.9,"ID1107",44,37,28,25,27,30
"1108",29.237142,-2.20056,37.5,24.8,"ID1108",44,37,28,23,25,27
"1109",29.170327,-1.280729,37.5,29.9,"ID1109",44,37,28,28,30,33
"1110",29.521796,-1.959317,37.5,23.8,"ID1110",44,37,28,22,24,26
"1111",29.29914,-2.271168,37.5,24.9,"ID1111",44,37,28,23,25,28
"1112",28.886615,-1.481453,37.7,27.8,"ID1112",44,37,29,26,28,30
"1113",28.912527,-1.131771,37.7,28.8,"ID1113",44,37,29,27,29,31
"1114",29.560109,-1.053396,37.7,26.8,"ID1114",44,37,29,25,27,29
"1115",29.02484,-2.178139,37.5,25.9,"ID1115",44,37,28,24,26,29
"1116",29.23392,-1.640224,37.5,16.8,"ID1116",44,37,28,15,17,19
"1117",29.191328,-1.456824,75.1,13,"ID1117",88,74,57,12,13,15
"1118",29.54079,-1.073263,37.5,25.9,"ID1118",44,37,28,24,26,29
"1119",29.561719,-1.284912,75.1,14.8,"ID1119",88,74,57,13,15,17
"1120",29.178953,-1.255498,37.5,31.9,"ID1120",44,37,28,30,32,35
"1121",29.390982,-1.399123,75.1,15.8,"ID1121",88,74,57,14,16,18
"1122",29.259765,-1.63603,37.7,18,"ID1122",44,37,29,17,18,20
"1123",29.336854,-1.350252,37.5,20.9,"ID1123",44,37,28,19,21,24
"1124",29.297939,-1.834256,37.5,22.8,"ID1124",44,37,28,21,23,25
"1125",29.319253,-1.737683,75.1,14,"ID1125",88,74,57,13,14,16
"1126",29.176132,-1.298403,37.5,31.8,"ID1126",44,37,28,30,32,34
"1127",29.301098,-1.33711,37.5,20.8,"ID1127",44,37,28,19,21,23
"1128",29.292456,-1.322408,75.1,23.8,"ID1128",88,74,57,22,24,26
"1129",29.97944,-2.182174,37.5,32.9,"ID1129",44,37,28,31,33,36
"1130",29.341521,-1.205757,91.3,20.9,"ID1130",107,90,69,19,21,24
"1131",29.523945,-1.43863,91.3,12.6,"ID1131",107,90,69,11,13,14
"1132",29.587081,-1.393892,91.3,13,"ID1132",107,90,69,12,13,15
"1133",29.604134,-1.227905,53.8,33.2,"ID1133",63,53,41,32,33,36
"1134",29.929829,-2.600864,53.8,31.7,"ID1134",63,53,41,29,32,35
"1135",29.916844,-2.590654,53.8,30.9,"ID1135",63,53,41,29,31,34
"1136",29.297144,-1.207025,53.7,22.9,"ID1136",63,53,40,21,23,26
"1137",29.289344,-1.224445,53.8,23.9,"ID1137",63,53,41,22,24,27
"1138",29.330648,-1.140197,53.8,21.2,"ID1138",63,53,41,20,21,24
"1139",29.277496,-1.665056,53.8,12.8,"ID1139",63,53,41,11,13,15
"1140",29.704585,-1.402384,53.8,14.8,"ID1140",63,53,41,13,15,17
"1141",29.25564,-2.47616,53.7,26.2,"ID1141",63,53,40,25,26,29
"1142",29.332486,-2.430122,53.8,22.9,"ID1142",63,53,41,21,23,26
"1143",29.615255,-1.499632,53.8,14.8,"ID1143",63,53,41,13,15,17
"1144",29.073708,-2.15565,53.7,24.9,"ID1144",63,53,40,23,25,28
"1145",29.624582,-1.355809,53.8,23.8,"ID1145",63,53,41,22,24,26
"1146",29.89429,-1.330387,53.7,17.2,"ID1146",63,53,40,16,17,20
"1147",29.419449,-1.461264,53.8,10,"ID1147",63,53,41,9,10,12
"1148",29.400419,-1.476201,108,12,"ID1148",126,106,81,11,12,14
"1149",29.913332,-2.652853,53.8,31.2,"ID1149",63,53,41,30,31,34
"1150",29.863616,-2.755285,53.8,32.9,"ID1150",63,53,41,31,33,36
"1151",29.995719,-2.135603,53.8,30.1,"ID1151",63,53,41,28,30,34
"1152",29.258107,-1.583191,70,14,"ID1152",82,69,53,13,14,16
"1153",29.501425,-1.468537,86.2,12,"ID1153",101,85,65,11,12,14
"1154",29.836676,-2.125407,16.2,29.9,"ID1154",19,16,12,28,30,33
"1155",29.974791,-1.259168,32.5,33.8,"ID1155",38,32,25,32,34,36
"1156",29.818695,-2.285681,16.2,29.8,"ID1156",19,16,12,28,30,32
"1157",29.953119,-1.256313,32.5,35.2,"ID1157",38,32,25,34,35,38
"1158",29.624653,-1.163318,32.4,28.8,"ID1158",38,32,24,27,29,31
"1159",29.828976,-1.052858,32.4,31.9,"ID1159",38,32,24,30,32,35
"1160",29.185444,-2.305619,32.4,25.9,"ID1160",38,32,24,24,26,29
"1161",29.973598,-2.689469,32.4,29.7,"ID1161",38,32,24,27,30,33
"1162",28.954835,-1.208035,32.4,26.9,"ID1162",38,32,24,25,27,30
"1163",28.899063,-1.341864,32.5,27.9,"ID1163",38,32,25,26,28,31
"1164",29.160516,-2.373213,32.5,24.8,"ID1164",38,32,25,23,25,27
"1165",29.295067,-1.164658,32.4,30.9,"ID1165",38,32,24,29,31,34
"1166",28.905211,-1.310907,32.5,27.9,"ID1166",38,32,25,26,28,31
"1167",28.912848,-1.073363,32.4,29.2,"ID1167",38,32,24,28,29,32
"1168",28.987871,-1.195696,32.5,31.8,"ID1168",38,32,25,30,32,34
"1169",29.078359,-1.160639,32.5,28.8,"ID1169",38,32,25,27,29,31
"1170",28.9455,-1.3083,32.4,27.9,"ID1170",38,32,24,26,28,31
"1171",29.389413,-1.732366,32.5,25.9,"ID1171",38,32,25,24,26,29
"1172",28.996364,-1.150787,32.4,32.2,"ID1172",38,32,24,31,32,35
"1173",29.304229,-2.824229,32.4,27.9,"ID1173",38,32,24,26,28,31
"1174",28.901184,-1.281577,32.4,26.9,"ID1174",38,32,24,25,27,30
"1175",28.90602,-1.333933,32.4,28.9,"ID1175",38,32,24,27,29,32
"1176",28.99414,-1.186411,32.4,30.8,"ID1176",38,32,24,29,31,33
"1177",29.146949,-1.160926,32.4,28.8,"ID1177",38,32,24,27,29,31
"1178",29.010013,-1.235798,32.5,30.9,"ID1178",38,32,25,29,31,34
"1179",28.99108,-1.218075,32.5,31.2,"ID1179",38,32,25,30,31,34
"1180",29.087328,-1.228318,32.4,28.8,"ID1180",38,32,24,27,29,31
"1181",29.043173,-2.752603,16.2,30.2,"ID1181",19,16,12,29,30,33
"1182",29.702069,-1.85217,32.5,24.8,"ID1182",38,32,25,23,25,27
"1183",29.297579,-2.201065,32.4,24.8,"ID1183",38,32,24,23,25,27
"1184",29.164457,-1.113145,32.5,29.8,"ID1184",38,32,25,28,30,32
"1185",29.067749,-1.678325,32.4,32.5,"ID1185",38,32,24,30,33,35
"1186",29.648979,-1.148557,32.4,26.8,"ID1186",38,32,24,25,27,29
"1187",29.630985,-1.252506,64.9,36.2,"ID1187",76,64,49,35,36,39
"1188",28.938109,-1.214685,32.5,28.8,"ID1188",38,32,25,27,29,31
"1189",28.887643,-1.167483,32.5,27.7,"ID1189",38,32,25,25,28,31
"1190",29.227456,-1.165051,32.4,31.8,"ID1190",38,32,24,30,32,34
"1191",29.217066,-1.15145,32.5,31.2,"ID1191",38,32,25,30,31,34
"1192",29.27455,-1.10998,32.5,33.8,"ID1192",38,32,25,32,34,36
"1193",29.245669,-1.100239,32.4,33.8,"ID1193",38,32,24,32,34,36
"1194",28.863599,-1.074124,32.4,28.8,"ID1194",38,32,24,27,29,31
"1195",28.950016,-2.582191,32.4,31.9,"ID1195",38,32,24,30,32,35
"1196",29.040379,-1.066483,32.5,29.8,"ID1196",38,32,25,28,30,32
"1197",29.176834,-1.148026,32.4,29.8,"ID1197",38,32,24,28,30,32
"1198",28.943246,-1.761084,32.5,25.2,"ID1198",38,32,25,24,25,28
"1199",28.966016,-2.546752,32.4,31.5,"ID1199",38,32,24,29,32,34
"1200",29.183802,-2.668847,32.5,30.9,"ID1200",38,32,25,29,31,34
"1201",28.935674,-2.553829,32.5,29.8,"ID1201",38,32,25,28,30,32
"1202",28.916992,-2.797965,16.3,29.8,"ID1202",19,16,13,28,30,32
"1203",29.005743,-1.217187,32.4,32.8,"ID1203",38,32,24,31,33,35
"1204",29.574687,-2.641767,32.4,33.2,"ID1204",38,32,24,32,33,36
"1205",29.024195,-2.738917,16.2,30.9,"ID1205",19,16,12,29,31,34
"1206",29.820076,-1.51842,32.5,28.2,"ID1206",38,32,25,27,28,31
"1207",28.89742,-1.782745,32.5,26.2,"ID1207",38,32,25,25,26,29
"1208",29.456303,-2.831898,48.7,28.9,"ID1208",57,48,37,27,29,32
"1209",28.961281,-2.732686,16.2,25.9,"ID1209",19,16,12,24,26,29
"1210",29.908231,-2.130946,16.3,29.8,"ID1210",19,16,13,28,30,32
"1211",28.999083,-2.8112,16.2,29.2,"ID1211",19,16,12,28,29,32
"1212",28.968637,-1.4611,32.5,27.8,"ID1212",38,32,25,26,28,30
"1213",29.898553,-1.474828,32.4,21.8,"ID1213",38,32,24,20,22,24
"1214",28.902406,-1.65324,32.4,25.2,"ID1214",38,32,24,24,25,28
"1215",29.83698,-2.110287,16.2,29.8,"ID1215",19,16,12,28,30,32
"1216",29.838598,-2.191068,16.2,27.8,"ID1216",19,16,12,26,28,30
"1217",29.878728,-2.133787,16.2,28.9,"ID1217",19,16,12,27,29,32
"1218",29.846423,-2.157208,16.2,29.9,"ID1218",19,16,12,28,30,33
"1219",28.96944,-2.789791,16.2,28.9,"ID1219",19,16,12,27,29,32
"1220",28.992419,-1.509849,32.4,31.8,"ID1220",38,32,24,30,32,34
"1221",29.906171,-2.197971,16.2,30.2,"ID1221",19,16,12,29,30,33
"1222",29.441527,-2.696422,32.4,24.9,"ID1222",38,32,24,23,25,28
"1223",29.738295,-1.154548,32.4,27.8,"ID1223",38,32,24,26,28,30
"1224",28.937487,-2.726228,16.2,27.2,"ID1224",19,16,12,26,27,30
"1225",29.352343,-2.181296,32.4,24.8,"ID1225",38,32,24,23,25,27
"1226",29.355473,-1.15901,48.7,22.8,"ID1226",57,48,37,21,23,25
"1227",29.351759,-1.174825,48.7,22.9,"ID1227",57,48,37,21,23,26
"1228",29.920185,-2.457753,48.7,31.2,"ID1228",57,48,37,30,31,34
"1229",29.407207,-2.389992,32.4,25.2,"ID1229",38,32,24,24,25,28
"1230",29.779793,-1.514459,32.5,21.9,"ID1230",38,32,25,20,22,25
"1231",29.346792,-2.152222,32.4,24.2,"ID1231",38,32,24,23,24,27
"1232",29.535945,-2.830166,32.4,24.8,"ID1232",38,32,24,23,25,27
"1233",29.463789,-2.683167,32.4,24.8,"ID1233",38,32,24,23,25,27
"1234",28.86631,-1.926263,48.7,26.9,"ID1234",57,48,37,25,27,30
"1235",29.298775,-2.190757,32.4,25.5,"ID1235",38,32,24,23,26,28
"1236",28.958006,-2.296648,16.2,36.9,"ID1236",19,16,12,35,37,40
"1237",29.195266,-2.38115,32.4,25.5,"ID1237",38,32,24,23,26,28
"1238",29.473923,-2.752407,32.5,24.8,"ID1238",38,32,25,23,25,27
"1239",28.876615,-2.360427,32.5,38.8,"ID1239",38,32,25,37,39,41
"1240",29.131617,-2.520456,32.4,25.9,"ID1240",38,32,24,24,26,29
"1241",29.110591,-2.406668,32.5,24.9,"ID1241",38,32,25,23,25,28
"1242",29.026508,-2.538284,32.5,24.8,"ID1242",38,32,25,23,25,27
"1243",29.143276,-2.493766,48.7,23.9,"ID1243",57,48,37,22,24,27
"1244",29.097596,-2.132075,32.4,22.2,"ID1244",38,32,24,21,22,25
"1245",29.147716,-2.477578,32.4,23.8,"ID1245",38,32,24,22,24,26
"1246",29.811122,-1.375349,32.4,24.8,"ID1246",38,32,24,23,25,27
"1247",29.785993,-1.925372,32.5,24.8,"ID1247",38,32,25,23,25,27
"1248",29.115828,-2.386341,32.4,23.9,"ID1248",38,32,24,22,24,27
"1249",28.936325,-1.886554,32.5,26.8,"ID1249",38,32,25,25,27,29
"1250",29.632575,-1.865772,32.5,24.9,"ID1250",38,32,25,23,25,28
"1251",29.413908,-1.896434,32.5,22.2,"ID1251",38,32,25,21,22,25
"1252",29.706334,-1.676172,32.4,23.8,"ID1252",38,32,24,22,24,26
"1253",29.61327,-1.899039,32.4,23.9,"ID1253",38,32,24,22,24,27
"1254",29.48391,-1.753219,32.4,25.8,"ID1254",38,32,24,24,26,28
"1255",28.966274,-1.525223,32.5,27.8,"ID1255",38,32,25,26,28,30
"1256",28.987787,-1.426223,32.5,27.8,"ID1256",38,32,25,26,28,30
"1257",29.4911,-1.416123,97.3,15.2,"ID1257",114,96,73,14,15,18
"1258",29.531,-1.520247,48.7,11,"ID1258",57,48,37,10,11,13
"1259",29.468441,-1.251078,64.9,16.8,"ID1259",76,64,49,15,17,19
"1260",29.421652,-1.665848,48.7,13.8,"ID1260",57,48,37,12,14,16
"1261",29.076037,-1.436979,64.9,15.2,"ID1261",76,64,49,14,15,18
"1262",29.258621,-2.51152,48.7,26.2,"ID1262",57,48,37,25,26,29
"1263",29.352883,-2.421517,48.6,22.8,"ID1263",57,48,36,21,23,25
"1264",29.361179,-2.65261,48.7,24.8,"ID1264",57,48,37,23,25,27
"1265",29.318381,-1.598163,81.1,15.2,"ID1265",95,80,61,14,15,18
"1266",29.169395,-1.649519,32.5,18.2,"ID1266",38,32,25,17,18,21
"1267",29.536191,-1.616339,48.7,14.8,"ID1267",57,48,37,13,15,17
"1268",29.42214,-1.29481,48.7,15,"ID1268",57,48,37,14,15,17
"1269",29.368753,-2.522024,48.7,25.5,"ID1269",57,48,37,23,26,28
"1270",29.725039,-1.376611,48.7,12,"ID1270",57,48,37,11,12,14
"1271",29.385196,-1.536708,64.9,12,"ID1271",76,64,49,11,12,14
"1272",29.036088,-1.400463,32.4,31.8,"ID1272",38,32,24,30,32,34
"1273",29.47019,-1.648386,48.7,13,"ID1273",57,48,37,12,13,15
"1274",29.436846,-1.650624,48.7,13.8,"ID1274",57,48,37,12,14,16
"1275",29.199445,-1.326616,48.7,15,"ID1275",57,48,37,14,15,17
"1276",29.269699,-2.426545,48.7,23.6,"ID1276",57,48,37,22,24,25
"1277",28.87354,-1.191974,32.5,27.8,"ID1277",38,32,25,26,28,30
"1278",29.724662,-1.463326,48.7,13,"ID1278",57,48,37,12,13,15
"1279",29.111066,-1.474082,48.7,18.8,"ID1279",57,48,37,17,19,21
"1280",29.490274,-1.312865,64.9,16.8,"ID1280",76,64,49,15,17,19
"1281",29.454027,-1.59836,64.9,10.9,"ID1281",76,64,49,10,11,12
"1282",29.186376,-1.330363,64.9,16.8,"ID1282",76,64,49,15,17,19
"1283",29.363096,-1.60758,48.7,12,"ID1283",57,48,37,11,12,14
"1284",29.293465,-1.418034,64.9,15.8,"ID1284",76,64,49,14,16,18
"1285",29.377337,-1.3852,114,17.8,"ID1285",133,112,86,16,18,20
"1286",29.062176,-2.121106,32.5,24.8,"ID1286",38,32,25,23,25,27
"1287",29.114162,-1.343389,81.1,13.8,"ID1287",95,80,61,12,14,16
"1288",29.37307,-2.568701,48.7,26.8,"ID1288",57,48,37,25,27,29
"1289",29.346377,-2.587636,48.7,23.9,"ID1289",57,48,37,22,24,27
"1290",29.340242,-2.662467,48.7,26.9,"ID1290",57,48,37,25,27,30
"1291",29.883089,-1.372726,48.7,15.8,"ID1291",57,48,37,14,16,18
"1292",29.939571,-1.34439,48.7,16,"ID1292",57,48,37,15,16,18
"1293",29.598011,-2.799702,32.4,32.1,"ID1293",38,32,24,30,32,36
"1294",29.423061,-1.555445,76,9.88,"ID1294",89,75,57,9,10,11
"1295",29.471525,-1.356968,76,14.8,"ID1295",89,75,57,13,15,17
"1296",29.081394,-1.327255,76,15.8,"ID1296",89,75,57,14,16,18
"1297",29.076109,-1.319515,76.1,16.8,"ID1297",89,75,58,15,17,19
"1298",29.614865,-1.266272,59.8,19.9,"ID1298",70,59,45,18,20,23
"1299",29.44505,-1.768895,59.8,13.8,"ID1299",70,59,45,12,14,16
"1300",29.373842,-1.492902,59.8,14.2,"ID1300",70,59,45,13,14,17
"1301",29.473416,-1.598316,59.8,10.9,"ID1301",70,59,45,10,11,12
"1302",29.061852,-1.306356,59.8,16,"ID1302",70,59,45,15,16,18
"1303",29.010121,-1.171985,59.8,16,"ID1303",70,59,45,15,16,18
"1304",29.186813,-1.55149,59.8,16.2,"ID1304",70,59,45,15,16,19
"1305",29.647808,-1.558855,59.8,12.8,"ID1305",70,59,45,11,13,15
"1306",29.643152,-1.566696,59.8,13,"ID1306",70,59,45,12,13,15
"1307",29.374456,-1.320124,59.8,16.2,"ID1307",70,59,45,15,16,19
"1308",29.601972,-1.323017,59.8,14.2,"ID1308",70,59,45,13,14,17
"1309",29.897241,-1.427738,59.8,15,"ID1309",70,59,45,14,15,17
"1310",29.408106,-1.358458,59.8,16.8,"ID1310",70,59,45,15,17,19
"1311",29.948982,-1.3157,59.8,14.8,"ID1311",70,59,45,13,15,17
"1312",29.488737,-1.456656,120,12,"ID1312",140,118,90,11,12,14
"1313",29.912895,-1.419967,59.8,16.8,"ID1313",70,59,45,15,17,19
"1314",29.158824,-2.511139,43.6,24.9,"ID1314",51,43,33,23,25,28
"1315",29.24289,-2.558785,43.6,25.2,"ID1315",51,43,33,24,25,28
"1316",29.53694,-1.208001,43.6,27.9,"ID1316",51,43,33,26,28,31
"1317",29.167956,-2.511602,43.6,25.5,"ID1317",51,43,33,23,26,28
"1318",29.303775,-2.80464,43.6,28.9,"ID1318",51,43,33,27,29,32
"1319",29.965497,-2.230867,43.6,30.9,"ID1319",51,43,33,29,31,34
"1320",29.233026,-2.777573,43.6,29.8,"ID1320",51,43,33,28,30,32
"1321",29.346816,-1.860894,43.6,27.9,"ID1321",51,43,33,26,28,31
"1322",29.340553,-1.892773,43.6,25.2,"ID1322",51,43,33,24,25,28
"1323",29.052215,-2.532117,43.6,24.9,"ID1323",51,43,33,23,25,28
"1324",29.426478,-2.56551,43.6,24.9,"ID1324",51,43,33,23,25,28
"1325",29.266305,-2.389522,43.6,25.9,"ID1325",51,43,33,24,26,29
"1326",29.506228,-1.98229,43.6,25.9,"ID1326",51,43,33,24,26,29
"1327",29.285241,-2.709979,43.6,28.8,"ID1327",51,43,33,27,29,31
"1328",29.402919,-2.603393,43.6,27.5,"ID1328",51,43,33,25,28,30
"1329",29.342202,-2.502951,43.6,25.8,"ID1329",51,43,33,24,26,28
"1330",29.280946,-2.384426,43.6,25.8,"ID1330",51,43,33,24,26,28
"1331",29.374058,-2.465827,43.6,27.8,"ID1331",51,43,33,26,28,30
"1332",29.302543,-2.543414,43.6,26.5,"ID1332",51,43,33,24,27,29
"1333",29.336174,-2.515282,43.6,26.8,"ID1333",51,43,33,25,27,29
"1334",29.154274,-1.476508,87.2,15.2,"ID1334",102,86,66,14,15,18
"1335",29.745063,-1.420309,43.6,14.8,"ID1335",51,43,33,13,15,17
"1336",29.150773,-1.585207,43.6,19.8,"ID1336",51,43,33,18,20,22
"1337",28.866998,-2.01084,43.6,30.5,"ID1337",51,43,33,28,31,33
